source,description,severity,status,ip,hash,timestamp
Firewall,Malicious PowerShell Empire C2 beacon detected communicating with 50.14.92.2,Critical,Open,50.14.92.2,,2026-05-31T00:54:57
Sysmon,Privilege escalation to SYSTEM detected on DB-SRV01 followed by lateral movement attempt,Critical,Open,,,2026-01-15T21:26:52
Firewall,"Ransomware encryption activity detected on host FIN-WKSTN14, mass file rename observed",Critical,Open,,e3a6fe7b9e3265330b9300997d1a0b4b4bbf0463c690a063457709dbe551f819,2026-08-11T12:34:27
IDS,Successful VPN login for user svc_backup from 43.25.189.224,Low,Open,43.25.189.224,,2026-05-03T10:03:35
Wazuh,Suspicious outbound connection from VPN-GW01 to known malicious IP 63.102.224.62,High,Open,63.102.224.62,,2026-05-24T06:32:28
SIEM,System patch applied successfully on WEB-SRV02,Low,Open,,,2026-08-09T03:24:06
Email,Unusual process spawned by Office application on VPN-GW01,Medium,Open,216.241.129.68,8fd7989b7a6c0963e98ddfed067589b0fb1d6bed95a8d93b9c6730f988cd1c6d,2026-01-13T18:43:26
Cloud,Repeated DNS requests to newly registered domain from VPN-GW01,Medium,Open,,,2026-01-29T05:36:35
SIEM,System patch applied successfully on WEB-SRV02,Low,Open,,,2026-05-25T06:41:58
Firewall,Malware signature ac199f72e0e41a99 detected by antivirus on APP-SRV03,High,Open,,ac199f72e0e41a993bab20e0358eee3f5e9226b2605b10e2311860437078543a,2026-05-31T18:02:12
Endpoint,Scheduled antivirus scan completed on FIN-WKSTN14 with no threats found,Low,Open,,a64421879c405b1711d6df65a9edd4b7d4350240d977d4f50b1bcaf089c87fd0,2026-06-12T08:32:21
Suricata,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,,,2026-08-03T17:48:34
Endpoint,Firewall blocked unusual outbound traffic from WIN-DC01 to 34.58.241.152,Medium,Open,34.58.241.152,,2026-06-06T18:00:34
Suricata,User svc_sql logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-04-25T05:16:36
IDS,Port scan detected from internal host WIN-DC01,Medium,Open,,9cf6e0247970c4d90a27007e250dfc9e9c6b4eef73eebededfa00f074872507d,2026-02-21T19:01:01
Email,System patch applied successfully on WIN-DC01,Low,Open,,,2026-05-13T10:46:52
Endpoint,Suspicious PowerShell script execution detected on HR-LAPTOP07,High,Open,,,2026-04-01T20:38:14
Linux,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user svc_sql,High,Open,,,2026-08-28T15:53:11
Windows,Brute force attack detected against SSH service on HR-LAPTOP07 from 74.231.231.88,High,Open,74.231.231.88,,2026-05-14T07:24:51
Endpoint,User asmith logged out after normal session on DB-SRV01,Low,Open,,,2026-07-01T03:27:05
SIEM,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user svc_backup,High,Open,,,2026-08-19T04:28:58
Suricata,Suspicious outbound connection from MAIL-GW01 to known malicious IP 39.131.133.63,High,Open,39.131.133.63,,2026-05-07T23:57:30
Zeek,Suspicious email attachment quarantined for user jdoe,Medium,Open,185.165.57.213,,2026-08-24T10:37:20
Cloud,Phishing email with malicious attachment hash 34443867e0190f10 delivered to k.nguyen,High,Open,,34443867e0190f100c0c20e0b111ce3baa2441ef1ff01020acb4a420dbd0d815,2026-01-09T11:07:08
Firewall,Informational: password changed successfully for user k.nguyen,Low,Open,,,2026-05-16T07:51:47
Email,Suspicious PowerShell script execution detected on FIN-WKSTN14,High,Open,,,2026-05-24T03:51:44
Wazuh,Repeated DNS requests to newly registered domain from MAIL-GW01,Medium,Open,173.89.205.212,,2026-05-22T09:07:59
SIEM,New device registered on the corporate network from 167.207.14.124,Low,Open,167.207.14.124,,2026-06-13T11:47:47
Zeek,Unusual process spawned by Office application on VPN-GW01,Medium,Open,89.75.129.125,,2026-06-18T10:38:29
Windows,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,,,2026-06-27T07:29:36
Cloud,"Critical CVE exploitation attempt succeeded against HR-LAPTOP07, remote code execution confirmed",Critical,Open,,,2026-07-02T09:13:07
Cloud,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-07-18T23:36:10
Email,New device registered on the corporate network from 21.61.105.67,Low,Open,21.61.105.67,36b95b52d515b456fa05237e04f8de73abcd8827fee68602834e870652a20ed5,2026-07-12T00:11:32
IDS,Routine configuration change applied on DB-SRV01 by admin,Low,Open,,,2026-06-14T19:59:42
Email,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,73606ae01c751933a489461c9cb9e04d9682f3599d55635de9dd8cd60fca9cac,2026-05-17T01:57:23
SIEM,Suspicious outbound connection from MAIL-GW01 to known malicious IP 198.114.93.199,High,Open,198.114.93.199,,2026-02-25T01:58:16
Wazuh,Phishing email with malicious attachment hash c794ca1ed7dd9912 delivered to svc_sql,High,Open,81.168.16.225,c794ca1ed7dd99127988ef7a6e55dd09df6b57a1bb6775b738a7dad100f65e34,2026-07-08T08:16:49
Endpoint,User guest logged out after normal session on MAIL-GW01,Low,Open,,,2026-07-04T23:34:32
IDS,Firewall blocked unusual outbound traffic from DB-SRV01 to 194.161.201.207,Medium,Open,194.161.201.207,,2026-01-24T14:24:54
Zeek,Suspicious email attachment quarantined for user asmith,Medium,Open,,,2026-01-28T00:04:14
Wazuh,Successful VPN login for user guest from 48.240.139.43,Low,Open,48.240.139.43,,2026-05-01T22:52:06
Cloud,Known ransomware hash 3e9016153b3bda6b executed on VPN-GW01,Critical,Open,,3e9016153b3bda6b70200dba661238d4b09568f2be91fb664930b0c105e750d0,2026-07-02T08:54:24
Firewall,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,,,2026-01-17T11:23:41
Firewall,System patch applied successfully on APP-SRV03,Low,Open,,,2026-05-05T09:28:00
Firewall,Routine configuration change applied on WEB-SRV02 by admin,Low,Open,205.226.43.219,af08ffad00960ec3171c0bae9371e3822b51c88bf01f4c1a4023726f4814ffd2,2026-03-13T20:55:45
Zeek,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-07-30T14:39:11
Cloud,Suspicious outbound connection from HR-LAPTOP07 to known malicious IP 201.228.232.180,High,Open,201.228.232.180,,2026-05-14T01:13:28
Email,Suspicious outbound connection from WEB-SRV02 to known malicious IP 59.147.92.35,High,Open,59.147.92.35,,2026-04-14T04:37:33
Zeek,Login for user guest observed from a new geographic location,High,Open,98.94.248.140,,2026-03-19T20:17:49
Windows,Repeated DNS requests to newly registered domain from APP-SRV03,Medium,Open,,,2026-01-03T19:26:42
Endpoint,"Outdated software vulnerability detected on HR-LAPTOP07, no known active exploit",Medium,Open,,,2026-03-31T13:36:10
Suricata,Unauthorized access attempt to sensitive file share on HR-LAPTOP07 by user k.nguyen,High,Open,,,2026-05-29T03:14:57
Wazuh,"Outdated software vulnerability detected on WEB-SRV02, no known active exploit",Medium,Open,,24bdcdccbebd6dfe11492f5e383178650e50de098374947e78d6af4391f5682f,2026-08-19T07:05:58
Endpoint,Multiple failed login attempts detected for user asmith followed by a successful login,High,Open,213.198.125.145,,2026-03-14T22:52:16
IDS,Suspicious email attachment quarantined for user admin,Medium,Open,91.77.22.227,,2026-07-09T18:02:29
Sysmon,Unusual process spawned by Office application on MAIL-GW01,Medium,Open,,,2026-06-07T06:42:36
Endpoint,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,,,2026-06-14T15:55:40
Suricata,Unauthorized access attempt to sensitive file share on FIN-WKSTN14 by user asmith,High,Open,87.136.43.100,16a1d6780b2fac23208f91ab1b2af109240e96aa2e5b1ddf82f0234c70c66816,2026-08-14T06:57:53
Firewall,Unauthorized access attempt to sensitive file share on VPN-GW01 by user asmith,High,Open,100.253.185.177,,2026-01-04T14:28:35
Suricata,Data exfiltration detected: large outbound transfer from FIN-WKSTN14 to external IP 53.140.55.185,Critical,Open,53.140.55.185,,2026-08-23T00:24:36
Suricata,Successful VPN login for user svc_sql from 106.37.41.51,Low,Open,106.37.41.51,,2026-04-13T03:18:18
IDS,New device registered on the corporate network from 194.180.242.163,Low,Open,194.180.242.163,,2026-04-02T20:49:13
SIEM,Informational: password changed successfully for user jdoe,Low,Open,93.99.9.100,,2026-02-05T13:08:06
Zeek,Unauthorized access attempt to sensitive file share on WIN-DC01 by user asmith,High,Open,,,2026-01-21T17:41:13
SIEM,Suspicious email attachment quarantined for user guest,Medium,Open,,,2026-08-30T03:18:01
Zeek,User guest logged out after normal session on MAIL-GW01,Low,Open,,,2026-06-30T23:48:17
IDS,Multiple failed login attempts detected for user svc_sql followed by a successful login,High,Open,,,2026-08-21T10:30:16
Wazuh,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,,,2026-08-08T07:05:32
Zeek,"Outdated software vulnerability detected on DB-SRV01, no known active exploit",High,Open,69.144.225.96,f3f139408eb786672191ebfaf1b48d5c5e2c77530a665a02b0de80e9aa4691fe,2026-05-13T15:10:32
Endpoint,"Ransomware encryption activity detected on host VPN-GW01, mass file rename observed",Critical,Open,,9de48f0a3353d8c958e0913e5841c165ce56f1c82b25c7b648494a6ffb175b0e,2026-08-14T00:47:36
Zeek,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,151.230.189.192,76f7f1f6693d4be836ff680bb8663929f58216a2aab90b537f58c23da6a93344,2026-02-11T06:24:43
Zeek,Scheduled antivirus scan completed on VPN-GW01 with no threats found,Low,Open,,,2026-06-14T19:01:33
Linux,Successful VPN login for user svc_sql from 81.237.211.62,Low,Open,81.237.211.62,,2026-04-01T19:22:49
Sysmon,System patch applied successfully on VPN-GW01,Low,Open,33.209.18.233,,2026-01-31T04:27:47
Sysmon,Suspicious email attachment quarantined for user admin,Medium,Open,93.70.31.159,,2026-08-14T04:59:00
Email,Brute force attack detected against SSH service on APP-SRV03 from 36.202.156.222,High,Open,36.202.156.222,abb831509a41e2be3ba7ac65c5f0e4839e94ae8eb075b9b3b023c43e3ea24af5,2026-04-19T10:53:47
Sysmon,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,153.235.163.244,,2026-02-20T20:01:01
Cloud,Port scan detected from internal host HR-LAPTOP07,Medium,Open,127.15.72.77,,2026-05-15T12:51:36
Sysmon,Malware signature 9e46028cca0be37a detected by antivirus on DB-SRV01,High,Open,136.217.180.109,9e46028cca0be37a20c3e038250d5cf1b0d7aca9e54bf33398d671e2e7cadbc5,2026-03-12T05:29:35
Email,Port scan detected from internal host WIN-DC01,Medium,Open,218.254.63.77,,2026-05-10T20:34:56
Linux,New device registered on the corporate network from 135.227.164.174,Low,Open,135.227.164.174,,2026-08-11T06:13:09
Zeek,New device registered on the corporate network from 43.51.190.72,Low,Open,43.51.190.72,,2026-05-01T19:10:30
Cloud,User svc_sql logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-03-10T01:48:14
Firewall,Suspicious PowerShell script execution detected on MAIL-GW01,High,Open,,,2026-07-02T11:14:57
Wazuh,Scheduled antivirus scan completed on MAIL-GW01 with no threats found,Low,Open,,,2026-01-11T07:57:57
Windows,Firewall blocked unusual outbound traffic from MAIL-GW01 to 167.182.249.47,Medium,Open,167.182.249.47,,2026-02-05T21:27:49
IDS,Informational: password changed successfully for user guest,Low,Open,,,2026-02-11T08:53:24
IDS,Scheduled antivirus scan completed on WIN-DC01 with no threats found,Low,Open,167.235.59.221,,2026-02-17T05:53:42
Firewall,Suspicious outbound connection from VPN-GW01 to known malicious IP 140.87.106.173,High,Open,140.87.106.173,,2026-03-22T22:01:51
Windows,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,,,2026-02-18T21:05:32
Sysmon,New device registered on the corporate network from 130.200.1.59,Low,Open,130.200.1.59,,2026-06-22T16:35:12
Wazuh,Phishing email with malicious attachment hash a6bc791a6f8bbf59 delivered to admin,Critical,Open,,a6bc791a6f8bbf593a417fb4e9d9eaab6104b5e35bbc8963661eae23931c1db4,2026-01-11T22:07:34
SIEM,Multiple failed login attempts detected for user r.patel followed by a successful login,High,Open,141.65.126.33,,2026-05-05T12:30:45
Sysmon,Malicious PowerShell Empire C2 beacon detected communicating with 22.146.24.152,Critical,Open,22.146.24.152,,2026-07-09T22:36:12
Endpoint,Login for user jdoe observed from a new geographic location,Medium,Open,,,2026-04-12T21:56:17
Suricata,Repeated DNS requests to newly registered domain from WEB-SRV02,Medium,Open,,,2026-04-03T22:17:21
Sysmon,Suspicious outbound connection from HR-LAPTOP07 to known malicious IP 154.207.210.185,High,Open,154.207.210.185,,2026-04-11T00:55:53
Suricata,Scheduled antivirus scan completed on FIN-WKSTN14 with no threats found,Low,Open,49.147.171.30,,2026-03-07T07:46:39
Email,"Ransomware encryption activity detected on host DB-SRV01, mass file rename observed",Critical,Open,59.108.199.82,b4000b11cf8ec4851600f85a20480287b47486a5ed68f561ddae892c29135d56,2026-03-07T19:24:35
Cloud,Port scan detected from internal host APP-SRV03,Medium,Open,,,2026-08-09T20:37:53
Email,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,222.119.153.31,,2026-02-04T12:47:22
IDS,User svc_backup logged out after normal session on WIN-DC01,Low,Open,,,2026-08-11T02:48:00
Wazuh,User guest logged out after normal session on MAIL-GW01,Low,Open,,,2026-07-21T06:36:51
Linux,New device registered on the corporate network from 174.29.214.12,Low,Open,174.29.214.12,,2026-07-20T13:48:47
Email,System patch applied successfully on DB-SRV01,Low,Open,155.67.56.94,f4eedc5632c152dcbd5f058b40de90e5348fb6be309712eeab4243bd668615d7,2026-05-03T21:25:00
Zeek,Firewall blocked unusual outbound traffic from WEB-SRV02 to 186.88.187.152,Medium,Open,186.88.187.152,,2026-05-25T11:16:50
Zeek,Suspicious email attachment quarantined for user svc_backup,Medium,Open,125.178.206.83,,2026-07-10T04:07:44
Zeek,Login for user k.nguyen observed from a new geographic location,Medium,Open,79.181.203.114,,2026-06-09T10:57:20
Suricata,Scheduled antivirus scan completed on WEB-SRV02 with no threats found,Low,Open,137.184.23.35,,2026-08-17T14:14:39
Linux,Informational: password changed successfully for user asmith,Low,Open,82.138.142.200,,2026-04-14T19:55:22
Cloud,Routine configuration change applied on MAIL-GW01 by k.nguyen,Low,Open,,,2026-06-03T23:29:33
Sysmon,Informational: password changed successfully for user svc_backup,Low,Open,,,2026-05-24T13:12:29
Zeek,User svc_backup logged out after normal session on FIN-WKSTN14,Low,Open,189.10.133.202,,2026-02-17T21:15:30
Cloud,Phishing email with malicious attachment hash cd179aecf3be942f delivered to jdoe,High,Open,98.174.148.141,cd179aecf3be942f563f61f3850422ed5e5de7686f67c4099ec67af612fc97b2,2026-08-31T03:27:01
Cloud,Successful VPN login for user r.patel from 14.220.59.152,Low,Open,14.220.59.152,,2026-03-15T03:39:57
Zeek,Suspicious email attachment quarantined for user svc_sql,Medium,Open,160.159.39.90,,2026-03-17T00:19:17
Zeek,"Critical CVE exploitation attempt succeeded against DB-SRV01, remote code execution confirmed",Critical,Open,168.15.204.120,,2026-08-23T01:42:58
Wazuh,Phishing email with malicious attachment hash 726680a8a815d57a delivered to k.nguyen,High,Open,,726680a8a815d57a629637c090af9a218a9257ab8f665f286d7b9fec3b1c8fbe,2026-07-02T18:01:17
Sysmon,Port scan detected from internal host DB-SRV01,High,Open,,,2026-07-31T04:00:11
Wazuh,Unauthorized access attempt to sensitive file share on WEB-SRV02 by user jdoe,High,Open,133.49.33.144,d8d4e57711423fce747410fbe2a2bde3943e4660f59f6750551b9d918830e027,2026-03-09T10:55:28
Email,Repeated DNS requests to newly registered domain from DB-SRV01,Medium,Open,183.40.104.139,,2026-08-08T05:16:43
Email,"Domain controller FIN-WKSTN14 compromised, Mimikatz credential dumping activity detected",Critical,Open,,c9714a5e70579fca39014362b82ac9cd7804a3d57df59138435057e7a8da877d,2026-07-15T17:44:24
SIEM,Scheduled antivirus scan completed on WIN-DC01 with no threats found,Low,Open,142.63.205.172,,2026-04-21T03:42:27
Linux,Multiple failed login attempts detected for user svc_backup followed by a successful login,High,Open,206.36.44.245,,2026-07-13T05:03:44
Endpoint,Informational: password changed successfully for user asmith,Low,Open,84.158.0.193,,2026-05-28T04:24:01
Email,Informational: password changed successfully for user asmith,Low,Open,,1dc9fe8b57dd538f3caa55c02bad711fe9c2b427dc69f2da747a490d48267d38,2026-01-30T21:32:48
Sysmon,Successful VPN login for user jdoe from 147.87.229.105,Low,Open,147.87.229.105,,2026-04-11T01:49:48
Firewall,New device registered on the corporate network from 50.117.245.169,Low,Open,50.117.245.169,,2026-06-22T02:43:51
Linux,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",High,Open,97.22.126.187,,2026-02-09T19:34:50
Linux,"Outdated software vulnerability detected on APP-SRV03, no known active exploit",Medium,Open,102.189.196.96,,2026-04-13T00:16:58
Cloud,Unusual process spawned by Office application on APP-SRV03,Medium,Open,127.75.144.246,,2026-05-23T05:46:59
Windows,Informational: password changed successfully for user k.nguyen,Low,Open,,,2026-06-18T22:28:02
Sysmon,Unusual process spawned by Office application on APP-SRV03,Medium,Open,17.140.197.200,,2026-02-16T00:39:35
Zeek,Successful VPN login for user admin from 113.205.221.3,Low,Open,113.205.221.3,,2026-08-26T17:03:15
Firewall,"Ransomware encryption activity detected on host APP-SRV03, mass file rename observed",Critical,Open,142.40.231.64,1aefbca33984ebad938ca68d8e757766a8d7279bc688168e5c1f409c552f78f2,2026-08-31T20:55:34
Email,Port scan detected from internal host FIN-WKSTN14,Low,Open,96.255.108.84,,2026-02-03T19:59:38
Endpoint,Firewall blocked unusual outbound traffic from WEB-SRV02 to 29.82.236.136,Medium,Open,29.82.236.136,,2026-08-16T10:42:21
Cloud,"Outdated software vulnerability detected on WIN-DC01, no known active exploit",Medium,Open,,,2026-01-22T10:07:02
Linux,Informational: password changed successfully for user admin,Low,Open,,,2026-06-04T05:02:30
Suricata,Routine configuration change applied on FIN-WKSTN14 by svc_sql,Low,Open,22.43.173.214,,2026-07-16T02:11:50
Cloud,Phishing email with malicious attachment hash ea429ad7880f96f6 delivered to r.patel,High,Open,28.99.35.223,ea429ad7880f96f6805650d106fd6fc8aac779b0240631ecad686ced5116b5ee,2026-01-27T19:21:47
Suricata,Unusual process spawned by Office application on FIN-WKSTN14,Medium,Open,,,2026-01-29T23:04:30
Windows,Unusual process spawned by Office application on WEB-SRV02,Medium,Open,27.106.211.115,,2026-02-24T16:21:54
Wazuh,Unauthorized access attempt to sensitive file share on APP-SRV03 by user svc_sql,High,Open,,95a8f781aaa693a8431010aa97e3ea3a3245a35e9502c500fbb2dda6669804c4,2026-04-29T02:35:21
Linux,New device registered on the corporate network from 159.131.214.130,Low,Open,159.131.214.130,,2026-08-11T21:28:24
Windows,Unusual process spawned by Office application on WIN-DC01,Medium,Open,125.197.196.117,,2026-07-01T16:11:54
SIEM,New device registered on the corporate network from 133.187.47.94,Low,Open,133.187.47.94,,2026-03-13T02:17:10
Linux,"Outdated software vulnerability detected on FIN-WKSTN14, no known active exploit",Medium,Open,99.67.11.226,,2026-01-02T16:43:40
Zeek,Firewall blocked unusual outbound traffic from WEB-SRV02 to 12.15.244.130,Medium,Open,12.15.244.130,,2026-05-16T21:09:30
Wazuh,New device registered on the corporate network from 161.29.160.67,Low,Open,161.29.160.67,,2026-03-25T03:37:45
Cloud,"Ransomware encryption activity detected on host MAIL-GW01, mass file rename observed",Critical,Open,,d92661c796e8c246ea94192cbf1ba8bacce8d6275a1f04727216bc1ac78513c6,2026-02-01T02:54:00
Endpoint,Login for user k.nguyen observed from a new geographic location,Medium,Open,100.64.100.213,,2026-05-26T18:05:06
Cloud,Phishing email with malicious attachment hash 81a3430dbcc1960b delivered to svc_sql,High,Open,209.31.115.133,81a3430dbcc1960b0ed13cab6e9206777f47e14c15683b8e9606e84d3c12a4b1,2026-06-11T10:41:17
Firewall,Scheduled antivirus scan completed on DB-SRV01 with no threats found,Low,Open,,,2026-07-19T00:42:02
Windows,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-03-01T18:46:31
Cloud,Login for user asmith observed from a new geographic location,Medium,Open,,,2026-07-15T11:04:18
Wazuh,"Domain controller MAIL-GW01 compromised, Mimikatz credential dumping activity detected",Critical,Open,,292c8e88fb5a2f8ef6b789ed08907c95846a3e4bfc99dcb96d84280b20cbc80c,2026-06-26T19:10:37
SIEM,System patch applied successfully on WEB-SRV02,Low,Open,,75f7100b9166a225a3a909fe9cd5b1213230a88f97d12b81fc78f8f0b7650254,2026-08-05T11:06:52
SIEM,Unusual process spawned by Office application on DB-SRV01,Medium,Open,,2f56ec2c1a51df74643e871032c9cace12a1f4002af20d0bc7d0addf5ec40636,2026-07-29T14:40:24
Firewall,Unusual process spawned by Office application on WIN-DC01,Medium,Open,,,2026-01-17T22:20:55
SIEM,User svc_backup logged out after normal session on HR-LAPTOP07,Low,Open,,,2026-05-27T20:34:57
Zeek,New device registered on the corporate network from 45.212.164.196,Low,Open,45.212.164.196,,2026-01-05T23:09:57
Email,User k.nguyen logged out after normal session on APP-SRV03,Low,Open,138.216.229.140,,2026-03-19T10:15:49
Sysmon,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-04-11T04:08:48
Zeek,Firewall blocked unusual outbound traffic from MAIL-GW01 to 109.220.66.163,Medium,Open,109.220.66.163,,2026-04-03T08:52:00
Firewall,Brute force attack detected against SSH service on DB-SRV01 from 97.241.86.71,High,Open,97.241.86.71,,2026-07-01T01:32:19
Wazuh,Malicious PowerShell Empire C2 beacon detected communicating with 82.115.12.66,Critical,Open,82.115.12.66,,2026-07-15T18:19:33
IDS,Unusual process spawned by Office application on FIN-WKSTN14,Medium,Open,,,2026-01-12T12:07:37
Cloud,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,,,2026-06-11T09:36:46
Sysmon,User guest logged out after normal session on FIN-WKSTN14,Low,Open,209.10.32.198,,2026-01-17T10:04:45
Zeek,Suspicious email attachment quarantined for user svc_sql,Medium,Open,,04719dbd5be86df2e6e6451aeedd1803f1186a97e2ac48b1f62c1e95912fa89f,2026-03-12T18:03:50
IDS,Unauthorized access attempt to sensitive file share on APP-SRV03 by user admin,High,Open,,,2026-01-18T06:22:46
Email,Multiple failed login attempts detected for user asmith followed by a successful login,High,Open,,,2026-05-26T06:06:22
Cloud,Multiple failed login attempts detected for user svc_sql followed by a successful login,High,Open,,,2026-07-09T23:19:41
Wazuh,Malicious PowerShell Empire C2 beacon detected communicating with 31.233.119.64,Critical,Open,31.233.119.64,,2026-05-23T15:18:16
Suricata,Port scan detected from internal host HR-LAPTOP07,Medium,Open,,0f155f8a46317ba0225238405487e4c857c371d74112d5437ae334c3c69f3696,2026-06-26T19:11:53
IDS,New device registered on the corporate network from 201.13.237.15,Low,Open,201.13.237.15,,2026-01-21T14:49:05
IDS,Suspicious email attachment quarantined for user k.nguyen,Medium,Open,77.126.165.49,4be117603649be06cc4f44e7f934616922674fc532f2299915729db99c2ffef6,2026-05-18T18:17:54
Windows,Routine configuration change applied on HR-LAPTOP07 by jdoe,Low,Open,207.60.152.239,3b48d1de543eb3f7d4f2b127ed35f852052a9fb33d49327ab3485334a773f083,2026-05-31T15:33:41
Endpoint,"Outdated software vulnerability detected on WEB-SRV02, no known active exploit",Medium,Open,,,2026-06-27T05:28:42
Suricata,New device registered on the corporate network from 136.38.29.197,Low,Open,136.38.29.197,,2026-08-17T16:51:37
Firewall,User jdoe logged out after normal session on FIN-WKSTN14,Low,Open,,,2026-03-19T14:04:14
Windows,Suspicious outbound connection from WEB-SRV02 to known malicious IP 118.138.230.212,High,Open,118.138.230.212,,2026-08-02T17:25:46
Email,"Critical CVE exploitation attempt succeeded against WIN-DC01, remote code execution confirmed",Critical,Open,,,2026-02-24T09:11:52
Zeek,Unusual process spawned by Office application on APP-SRV03,Medium,Open,,,2026-05-10T18:54:42
Zeek,Scheduled antivirus scan completed on APP-SRV03 with no threats found,Low,Open,,,2026-05-05T12:37:50
Linux,Brute force attack detected against SSH service on WIN-DC01 from 69.229.135.5,High,Open,69.229.135.5,,2026-02-13T05:13:28
Zeek,New device registered on the corporate network from 220.167.90.226,Low,Open,220.167.90.226,f05feaac2eb99151007b5259eef6b3fa356c0459c7893cd18270ddfeb98f0db8,2026-08-17T06:38:52
Wazuh,Unauthorized access attempt to sensitive file share on DB-SRV01 by user svc_backup,High,Open,,,2026-05-01T14:56:01
Firewall,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",Medium,Open,97.252.124.89,,2026-04-07T10:50:15
Cloud,Unauthorized access attempt to sensitive file share on VPN-GW01 by user asmith,High,Open,192.217.86.107,,2026-03-27T22:39:38
Firewall,System patch applied successfully on DB-SRV01,Low,Open,62.84.217.90,,2026-03-01T23:38:44
Sysmon,Known ransomware hash 23f8d80056324201 executed on DB-SRV01,Critical,Open,,23f8d80056324201d9b2b49d2f3a1ad0b32aa5843362728dfb70aaf7645238b1,2026-08-18T10:52:24
Email,Login for user svc_sql observed from a new geographic location,Medium,Open,,,2026-02-16T00:59:11
Linux,Suspicious email attachment quarantined for user jdoe,Medium,Open,104.114.194.192,,2026-03-26T14:16:34
Zeek,Suspicious PowerShell script execution detected on DB-SRV01,Medium,Open,,,2026-02-11T21:56:24
Linux,Suspicious PowerShell script execution detected on VPN-GW01,High,Open,,,2026-01-05T07:24:02
Firewall,Repeated DNS requests to newly registered domain from HR-LAPTOP07,Medium,Open,,,2026-08-21T02:56:47
SIEM,Login for user svc_sql observed from a new geographic location,High,Open,,,2026-07-24T09:21:05
Linux,"Ransomware encryption activity detected on host WIN-DC01, mass file rename observed",Critical,Open,,67d783b93959c9a440f2c6abedf886e4fa9f1887e269f66480291f3368005d2b,2026-04-13T23:43:06
Suricata,Malicious PowerShell Empire C2 beacon detected communicating with 12.153.45.254,Critical,Open,12.153.45.254,,2026-04-11T23:21:47
Linux,Data exfiltration detected: large outbound transfer from VPN-GW01 to external IP 45.85.22.58,Critical,Open,45.85.22.58,,2026-01-06T11:04:50
Sysmon,New device registered on the corporate network from 181.14.214.47,Low,Open,181.14.214.47,,2026-02-24T06:22:13
Zeek,User asmith logged out after normal session on DB-SRV01,Low,Open,,,2026-02-16T10:48:37
SIEM,"Outdated software vulnerability detected on MAIL-GW01, no known active exploit",Medium,Open,,,2026-08-30T10:10:32
Email,System patch applied successfully on FIN-WKSTN14,Low,Open,,,2026-05-01T14:12:18
Wazuh,Routine configuration change applied on FIN-WKSTN14 by r.patel,Low,Open,28.101.177.244,,2026-01-27T14:16:28
Firewall,Login for user jdoe observed from a new geographic location,Medium,Open,82.65.136.154,,2026-01-01T09:34:54
SIEM,Malicious PowerShell Empire C2 beacon detected communicating with 140.127.0.217,Critical,Open,140.127.0.217,,2026-03-19T02:29:31
Linux,Unusual process spawned by Office application on HR-LAPTOP07,Medium,Open,90.209.47.204,,2026-04-15T02:25:18
Windows,Unauthorized access attempt to sensitive file share on DB-SRV01 by user k.nguyen,Medium,Open,208.64.238.139,a335b1efc5f90f957f8eef4dda665ec1b11bdd3ddfd4d5a55f2a789df5e3f0e1,2026-04-10T04:55:12
Firewall,Firewall blocked unusual outbound traffic from DB-SRV01 to 137.39.95.52,Medium,Open,137.39.95.52,,2026-03-08T04:35:57
Linux,Firewall blocked unusual outbound traffic from MAIL-GW01 to 150.92.241.155,Medium,Open,150.92.241.155,,2026-01-28T01:51:18
Email,Brute force attack detected against SSH service on DB-SRV01 from 221.198.72.132,High,Open,221.198.72.132,,2026-01-16T09:52:24
Linux,"Outdated software vulnerability detected on VPN-GW01, no known active exploit",High,Open,,,2026-03-26T05:55:45
Firewall,Unusual process spawned by Office application on VPN-GW01,Medium,Open,188.40.234.237,,2026-07-07T03:30:45
Cloud,User svc_sql logged out after normal session on WEB-SRV02,Low,Open,81.150.241.46,,2026-03-04T07:49:36
SIEM,Suspicious email attachment quarantined for user r.patel,Medium,Open,,,2026-08-22T05:01:37
